award_id,request_id,award_date,category_l1,category_l2,country,business_unit,supplier_id,supplier_name,total_value,currency,quantity,required_by_date,awarded,award_rank,decision_rationale,policy_compliant,preferred_supplier_used,escalation_required,escalated_to,savings_pct,lead_time_days,risk_score_at_award,notes
AWD-000110,REQ-000040,2026-02-26,Professional Services,IT Project Management Services,FR,Marketing,SUP-0030,Accenture Advisory Europe,142464.0,EUR,120.0,2026-03-16,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Strategic Sourcing,8.9,17,25,
AWD-000111,REQ-000040,2026-02-21,Professional Services,IT Project Management Services,FR,Marketing,SUP-0031,Capgemini Consulting,131016.0,EUR,120.0,2026-03-16,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Strategic Sourcing,0.0,18,22,
AWD-000112,REQ-000040,2026-02-15,Professional Services,IT Project Management Services,FR,Marketing,SUP-0033,Deloitte Technology Advisory,137376.0,EUR,120.0,2026-03-16,False,3,Best compliant combination of price and lead time,True,False,False,Head of Category,0.0,16,27,
AWD-000113,REQ-000041,2026-01-17,Marketing,Content Production Services,BE,Marketing,SUP-0041,Publicis Digital Europe,515000.0,EUR,5.0,2026-01-17,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Procurement Manager,3.3,12,16,
AWD-000114,REQ-000041,2026-01-20,Marketing,Content Production Services,BE,Marketing,SUP-0043,Monks Europe,490000.0,EUR,5.0,2026-01-17,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Strategic Sourcing,0.0,14,21,
AWD-000115,REQ-000041,2026-01-27,Marketing,Content Production Services,BE,Marketing,SUP-0040,WPP Performance Media,510000.0,EUR,5.0,2026-01-17,False,3,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Strategic Sourcing,0.0,14,26,
AWD-000116,REQ-000042,2026-01-31,IT,Cloud Compute,PL,Facilities,SUP-0012,Google Cloud Europe,3.36,EUR,25.0,2026-03-15,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,,4.4,28,15,
AWD-000117,REQ-000042,2026-01-22,IT,Cloud Compute,PL,Facilities,SUP-0010,Azure Enterprise,14.0,EUR,100.0,2026-03-15,False,2,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,0.0,27,17,
AWD-000118,REQ-000042,2026-01-15,IT,Cloud Compute,PL,Facilities,SUP-0011,AWS Enterprise EMEA,13.58,EUR,100.0,2026-03-15,False,3,Not selected due to higher risk or weaker commercial position,True,False,False,Procurement Manager,0.0,28,16,
AWD-000119,REQ-000043,2026-04-11,Facilities,Office Chairs,BE,Infrastructure,SUP-0022,Herman Miller Contract,2777040.0,EUR,5600.0,2026-06-05,True,1,Selected due to policy compliance and supplier capability,True,False,True,Head of Category,1.5,12,22,
AWD-000120,REQ-000043,2026-04-06,Facilities,Office Chairs,BE,Infrastructure,SUP-0021,Steelcase Europe,2606520.0,EUR,5600.0,2026-06-05,False,2,Strong incumbent performance and acceptable commercial terms,True,True,True,Head of Category,0.0,16,23,
AWD-000121,REQ-000043,2026-04-11,Facilities,Office Chairs,BE,Infrastructure,SUP-0020,Kinnarps Workplace,2436000.0,EUR,5600.0,2026-06-05,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Head of Strategic Sourcing,0.0,15,19,
AWD-000122,REQ-000044,2026-03-12,Marketing,Influencer Campaign Management,FR,Cybersecurity,SUP-0040,WPP Performance Media,836400.0,EUR,10.0,2026-04-26,True,1,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,8.0,16,19,
AWD-000123,REQ-000044,2026-02-26,Marketing,Influencer Campaign Management,FR,Cybersecurity,SUP-0043,Monks Europe,803600.0,EUR,10.0,2026-04-26,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Procurement Manager,0.0,15,17,
AWD-000124,REQ-000044,2026-03-10,Marketing,Influencer Campaign Management,FR,Cybersecurity,SUP-0045,Boutique Creator Network,1672000.0,EUR,25.0,2026-04-26,False,3,Best compliant combination of price and lead time,True,False,False,Head of Category,0.0,12,29,
AWD-000125,REQ-000045,2026-03-28,IT,Cloud Networking,ES,Data & Analytics,SUP-0010,Azure Enterprise,25200.0,EUR,900000.0,2026-05-23,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Procurement Manager,2.0,15,17,
AWD-000126,REQ-000045,2026-03-27,IT,Cloud Networking,ES,Data & Analytics,SUP-0013,OVHcloud Enterprise,22680.0,EUR,900000.0,2026-05-23,False,2,Selected due to policy compliance and supplier capability,True,False,False,Head of Strategic Sourcing,0.0,16,15,
AWD-000127,REQ-000045,2026-04-07,IT,Cloud Networking,ES,Data & Analytics,SUP-0012,Google Cloud Europe,24210.0,EUR,900000.0,2026-05-23,False,3,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,12,21,
AWD-000128,REQ-000046,2026-04-30,IT,Smartphones,BE,Marketing,SUP-0004,Apple Business Channel,80080.0,EUR,80.0,2026-04-27,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Procurement Manager,7.2,27,23,
AWD-000129,REQ-000046,2026-05-09,IT,Smartphones,BE,Marketing,SUP-0005,Samsung Knox Devices,70616.0,EUR,80.0,2026-04-27,False,2,Best compliant combination of price and lead time,True,False,False,Procurement Manager,0.0,28,30,
AWD-000130,REQ-000047,2026-04-29,IT,Desktop Workstations,CH,Digital Workplace,SUP-0002,HP Enterprise Devices,240570.0,CHF,90.0,2026-05-01,True,1,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,6.9,26,18,
AWD-000131,REQ-000047,2026-04-30,IT,Desktop Workstations,CH,Digital Workplace,SUP-0003,Lenovo Commercial EU,238140.0,CHF,90.0,2026-05-01,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,Procurement Manager,0.0,27,23,
AWD-000132,REQ-000048,2026-03-10,IT,Tablets,PL,Cybersecurity,SUP-0004,Apple Business Channel,19800.0,EUR,25.0,2026-04-30,True,1,Selected due to policy compliance and supplier capability,True,False,False,,6.7,26,18,
AWD-000133,REQ-000048,2026-02-23,IT,Tablets,PL,Cybersecurity,SUP-0003,Lenovo Commercial EU,7056.0,EUR,10.0,2026-04-30,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,,0.0,30,21,
AWD-000134,REQ-000048,2026-03-09,IT,Tablets,PL,Cybersecurity,SUP-0005,Samsung Knox Devices,66930.0,EUR,100.0,2026-04-30,False,3,Selected due to policy compliance and supplier capability,True,False,False,Head of Strategic Sourcing,0.0,23,24,
AWD-000135,REQ-000049,2026-02-16,IT,Rugged Devices,IT,Infrastructure,SUP-0006,Panasonic Toughbook Europe,95904.0,EUR,48.0,2026-03-29,True,1,Selected due to policy compliance and supplier capability,True,False,True,,1.6,26,15,
AWD-000136,REQ-000049,2026-02-21,IT,Rugged Devices,IT,Infrastructure,SUP-0005,Samsung Knox Devices,86136.0,EUR,48.0,2026-03-29,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,True,,0.0,28,28,
AWD-000137,REQ-000050,2026-02-12,IT,Desktop Workstations,DE,Data & Analytics,SUP-0002,HP Enterprise Devices,459756.0,EUR,180.0,2026-02-17,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Procurement Manager,8.4,22,18,
AWD-000138,REQ-000050,2026-02-04,IT,Desktop Workstations,DE,Data & Analytics,SUP-0003,Lenovo Commercial EU,455112.0,EUR,180.0,2026-02-17,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,0.0,24,23,
AWD-000139,REQ-000050,2026-02-17,IT,Desktop Workstations,DE,Data & Analytics,SUP-0008,Computacenter Devices,441180.0,EUR,180.0,2026-02-17,False,3,Best compliant combination of price and lead time,True,False,False,Procurement Manager,0.0,23,27,
AWD-000140,REQ-000051,2026-04-07,IT,Smartphones,IT,Facilities,SUP-0004,Apple Business Channel,30030.0,EUR,30.0,2026-04-11,True,1,Best compliant combination of price and lead time,True,False,True,,6.5,27,23,
AWD-000141,REQ-000051,2026-04-08,IT,Smartphones,IT,Facilities,SUP-0005,Samsung Knox Devices,26481.0,EUR,30.0,2026-04-11,False,2,Best compliant combination of price and lead time,True,False,True,Procurement Manager,0.0,28,30,
AWD-000142,REQ-000052,2026-02-02,IT,Cloud Security Services,PL,Cybersecurity,SUP-0010,Azure Enterprise,2250.0,EUR,150.0,2026-02-09,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,,8.5,28,14,
AWD-000143,REQ-000052,2026-02-08,IT,Cloud Security Services,PL,Cybersecurity,SUP-0011,AWS Enterprise EMEA,2182.5,EUR,150.0,2026-02-09,False,2,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Strategic Sourcing,0.0,28,24,
AWD-000144,REQ-000052,2026-02-11,IT,Cloud Security Services,PL,Cybersecurity,SUP-0012,Google Cloud Europe,2160.0,EUR,150.0,2026-02-09,False,3,Best compliant combination of price and lead time,True,False,False,,0.0,27,18,
AWD-000145,REQ-000053,2026-02-16,Professional Services,Data Engineering Services,IT,Global IT,SUP-0030,Accenture Advisory Europe,266112.0,EUR,220.0,2026-02-11,True,1,Not selected due to higher risk or weaker commercial position,True,True,True,,9.1,14,23,
AWD-000146,REQ-000053,2026-02-26,Professional Services,Data Engineering Services,IT,Global IT,SUP-0032,Thoughtworks Europe,249480.0,EUR,220.0,2026-02-11,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,True,Procurement Manager,0.0,12,22,
AWD-000147,REQ-000053,2026-02-21,Professional Services,Data Engineering Services,IT,Global IT,SUP-0035,Visium Data Engineering,223344.0,EUR,220.0,2026-02-11,False,3,Strong incumbent performance and acceptable commercial terms,True,False,True,Head of Category,0.0,12,19,
AWD-000148,REQ-000054,2026-02-18,IT,Cloud Security Services,DE,Facilities,SUP-0010,Azure Enterprise,97600.0,EUR,8000.0,2026-03-22,True,1,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,3.7,20,14,
AWD-000149,REQ-000054,2026-02-20,IT,Cloud Security Services,DE,Facilities,SUP-0014,Swiss Sovereign Cloud,105440.0,EUR,8000.0,2026-03-22,False,2,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,17,14,
AWD-000150,REQ-000054,2026-02-13,IT,Cloud Security Services,DE,Facilities,SUP-0011,AWS Enterprise EMEA,94640.0,EUR,8000.0,2026-03-22,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,,0.0,20,24,
AWD-000151,REQ-000055,2026-02-19,IT,Tablets,AT,Corporate Services,SUP-0004,Apple Business Channel,39600.0,EUR,50.0,2026-02-21,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,5.2,26,18,
AWD-000152,REQ-000055,2026-02-24,IT,Tablets,AT,Corporate Services,SUP-0003,Lenovo Commercial EU,35280.0,EUR,50.0,2026-02-21,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Category,0.0,30,21,
AWD-000153,REQ-000055,2026-02-13,IT,Tablets,AT,Corporate Services,SUP-0005,Samsung Knox Devices,34920.0,EUR,50.0,2026-02-21,False,3,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Strategic Sourcing,0.0,27,24,
AWD-000154,REQ-000056,2026-03-19,IT,Monitors,CH,Facilities,SUP-0001,Dell Enterprise Europe,12000.0,CHF,50.0,2026-05-03,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,7.4,29,14,
AWD-000155,REQ-000056,2026-03-26,IT,Monitors,CH,Facilities,SUP-0002,HP Enterprise Devices,11880.0,CHF,50.0,2026-05-03,False,2,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,0.0,29,20,
AWD-000156,REQ-000056,2026-03-27,IT,Monitors,CH,Facilities,SUP-0007,Bechtle Workplace Solutions,11520.0,CHF,50.0,2026-05-03,False,3,Selected due to policy compliance and supplier capability,True,True,False,Head of Category,0.0,30,19,
AWD-000157,REQ-000057,2026-04-06,Professional Services,Data Engineering Services,NL,Regional IT EU,SUP-0030,Accenture Advisory Europe,483840.0,EUR,400.0,2026-04-17,True,1,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,0.0,14,23,
AWD-000158,REQ-000057,2026-04-11,Professional Services,Data Engineering Services,NL,Regional IT EU,SUP-0032,Thoughtworks Europe,453600.0,EUR,400.0,2026-04-17,False,2,Strong incumbent performance and acceptable commercial terms,True,False,False,,0.0,12,22,
AWD-000159,REQ-000057,2026-04-08,Professional Services,Data Engineering Services,NL,Regional IT EU,SUP-0031,Capgemini Consulting,444960.0,EUR,400.0,2026-04-17,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,0.0,15,19,
AWD-000160,REQ-000058,2026-03-08,IT,Rugged Devices,CH,Regional IT EU,SUP-0006,Panasonic Toughbook Europe,285120.0,CHF,150.0,2026-02-24,True,1,Not selected due to higher risk or weaker commercial position,True,False,True,Head of Category,6.2,25,15,
AWD-000161,REQ-000058,2026-02-27,IT,Rugged Devices,CH,Regional IT EU,SUP-0005,Samsung Knox Devices,256080.0,CHF,150.0,2026-02-24,False,2,Not selected due to higher risk or weaker commercial position,True,False,True,Head of Category,0.0,23,28,
AWD-000162,REQ-000059,2026-04-01,IT,Monitors,NL,Infrastructure,SUP-0001,Dell Enterprise Europe,210000.0,EUR,1000.0,2026-05-02,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,5.9,18,14,
AWD-000163,REQ-000059,2026-04-11,IT,Monitors,NL,Infrastructure,SUP-0002,HP Enterprise Devices,207900.0,EUR,1000.0,2026-05-02,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,Procurement Manager,0.0,19,20,
AWD-000164,REQ-000059,2026-03-28,IT,Monitors,NL,Infrastructure,SUP-0007,Bechtle Workplace Solutions,201600.0,EUR,1000.0,2026-05-02,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,,0.0,20,19,
AWD-000165,REQ-000060,2026-04-18,Facilities,Meeting Room Furniture,NL,Marketing,SUP-0021,Steelcase Europe,16906.0,EUR,4.0,2026-04-24,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Category,8.2,19,16,
AWD-000166,REQ-000060,2026-04-18,Facilities,Meeting Room Furniture,NL,Marketing,SUP-0020,Kinnarps Workplace,15800.0,EUR,4.0,2026-04-24,False,2,Selected due to policy compliance and supplier capability,True,True,False,,0.0,19,16,
AWD-000167,REQ-000060,2026-04-09,Facilities,Meeting Room Furniture,NL,Marketing,SUP-0023,IKEA Business,13588.0,EUR,4.0,2026-04-24,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Procurement Manager,0.0,19,24,
AWD-000168,REQ-000061,2026-02-17,Marketing,Marketing Analytics Services,IT,Cybersecurity,SUP-0044,Artefact Analytics,1008000.0,EUR,36.0,2026-04-05,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Procurement Manager,6.7,26,16,
AWD-000169,REQ-000061,2026-02-26,Marketing,Marketing Analytics Services,IT,Cybersecurity,SUP-0042,DEPT Agency,967680.0,EUR,36.0,2026-04-05,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,28,21,
AWD-000170,REQ-000061,2026-02-17,Marketing,Marketing Analytics Services,IT,Cybersecurity,SUP-0041,Publicis Digital Europe,1038240.0,EUR,36.0,2026-04-05,False,3,Best compliant combination of price and lead time,True,True,False,Procurement Manager,0.0,30,24,
AWD-000171,REQ-000062,2026-04-11,IT,Cloud Networking,CH,Global IT,SUP-0010,Azure Enterprise,1600.0,CHF,50000.0,2026-05-18,True,1,Selected due to policy compliance and supplier capability,True,True,False,Head of Category,6.2,19,17,
AWD-000172,REQ-000062,2026-04-11,IT,Cloud Networking,CH,Global IT,SUP-0013,OVHcloud Enterprise,1440.0,CHF,50000.0,2026-05-18,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,0.0,19,15,
AWD-000173,REQ-000062,2026-04-08,IT,Cloud Networking,CH,Global IT,SUP-0012,Google Cloud Europe,1535.0,CHF,50000.0,2026-05-18,False,3,Best compliant combination of price and lead time,True,False,False,Procurement Manager,0.0,20,21,
AWD-000174,REQ-000063,2026-02-12,IT,Cloud Compute,IT,Regional IT EU,SUP-0012,Google Cloud Europe,12096.0,EUR,120000.0,2026-02-05,True,1,Best compliant combination of price and lead time,True,False,True,Head of Category,3.2,16,15,
AWD-000175,REQ-000063,2026-02-03,IT,Cloud Compute,IT,Regional IT EU,SUP-0014,Swiss Sovereign Cloud,13608.0,EUR,120000.0,2026-02-05,False,2,Strong incumbent performance and acceptable commercial terms,True,False,True,Procurement Manager,0.0,16,11,
AWD-000176,REQ-000063,2026-02-12,IT,Cloud Compute,IT,Regional IT EU,SUP-0010,Azure Enterprise,12600.0,EUR,120000.0,2026-02-05,False,3,Selected due to policy compliance and supplier capability,True,True,True,Head of Strategic Sourcing,0.0,20,17,
AWD-000177,REQ-000064,2026-04-17,IT,Docking Stations,DE,Cybersecurity,SUP-0001,Dell Enterprise Europe,37200.0,EUR,240.0,2026-04-14,True,1,Best compliant combination of price and lead time,True,True,False,Procurement Manager,7.0,22,15,
AWD-000178,REQ-000064,2026-04-06,IT,Docking Stations,DE,Cybersecurity,SUP-0007,Bechtle Workplace Solutions,35712.0,EUR,240.0,2026-04-14,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,,0.0,26,19,
AWD-000179,REQ-000064,2026-04-03,IT,Docking Stations,DE,Cybersecurity,SUP-0002,HP Enterprise Devices,36828.0,EUR,240.0,2026-04-14,False,3,Strong incumbent performance and acceptable commercial terms,True,True,False,,0.0,23,26,
AWD-000180,REQ-000065,2026-04-16,Marketing,Influencer Campaign Management,BE,Corporate Services,SUP-0040,WPP Performance Media,96900.0,EUR,1.0,2026-04-17,True,1,Best compliant combination of price and lead time,True,True,False,Head of Strategic Sourcing,3.5,20,19,
AWD-000181,REQ-000065,2026-04-12,Marketing,Influencer Campaign Management,BE,Corporate Services,SUP-0043,Monks Europe,93100.0,EUR,1.0,2026-04-17,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Category,0.0,19,17,
AWD-000182,REQ-000066,2026-01-10,Marketing,Search Engine Marketing (SEM),NL,Digital Workplace,SUP-0044,Artefact Analytics,320000.0,EUR,2.0,2026-02-16,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Category,3.3,18,17,
AWD-000183,REQ-000066,2026-01-17,Marketing,Search Engine Marketing (SEM),NL,Digital Workplace,SUP-0040,WPP Performance Media,326400.0,EUR,2.0,2026-02-16,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,18,18,
AWD-000184,REQ-000066,2026-01-17,Marketing,Search Engine Marketing (SEM),NL,Digital Workplace,SUP-0041,Publicis Digital Europe,329600.0,EUR,2.0,2026-02-16,False,3,Best compliant combination of price and lead time,True,True,False,,0.0,17,19,
AWD-000185,REQ-000067,2026-01-25,Facilities,Workstations and Desks,AT,Cybersecurity,SUP-0022,Herman Miller Contract,47196.0,EUR,60.0,2026-02-27,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,7.7,29,17,
AWD-000186,REQ-000067,2026-01-29,Facilities,Workstations and Desks,AT,Cybersecurity,SUP-0020,Kinnarps Workplace,41400.0,EUR,60.0,2026-02-27,False,2,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,0.0,27,17,
AWD-000187,REQ-000067,2026-01-23,Facilities,Workstations and Desks,AT,Cybersecurity,SUP-0021,Steelcase Europe,44298.0,EUR,60.0,2026-02-27,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,0.0,28,23,
AWD-000188,REQ-000068,2026-02-09,IT,Monitors,BE,Regional IT EU,SUP-0001,Dell Enterprise Europe,12000.0,EUR,50.0,2026-03-24,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,4.0,29,14,
AWD-000189,REQ-000068,2026-01-25,IT,Monitors,BE,Regional IT EU,SUP-0002,HP Enterprise Devices,11880.0,EUR,50.0,2026-03-24,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Category,0.0,29,20,
AWD-000190,REQ-000068,2026-02-05,IT,Monitors,BE,Regional IT EU,SUP-0007,Bechtle Workplace Solutions,11520.0,EUR,50.0,2026-03-24,False,3,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Category,0.0,30,19,
AWD-000191,REQ-000069,2026-04-16,IT,Managed Cloud Platform Services,ES,Digital Workplace,SUP-0010,Azure Enterprise,264000.0,EUR,12.0,2026-04-16,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,6.8,27,12,
AWD-000192,REQ-000069,2026-04-20,IT,Managed Cloud Platform Services,ES,Digital Workplace,SUP-0011,AWS Enterprise EMEA,256080.0,EUR,12.0,2026-04-16,False,2,Selected due to policy compliance and supplier capability,True,False,False,Head of Category,0.0,29,21,
AWD-000193,REQ-000069,2026-04-21,IT,Managed Cloud Platform Services,ES,Digital Workplace,SUP-0012,Google Cloud Europe,253440.0,EUR,12.0,2026-04-16,False,3,Selected due to policy compliance and supplier capability,True,False,False,,0.0,29,21,
AWD-000194,REQ-000070,2026-03-16,Marketing,Social Media Advertising,IT,Digital Workplace,SUP-0041,Publicis Digital Europe,154500.0,EUR,1.0,2026-03-12,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,1.6,23,17,
AWD-000195,REQ-000070,2026-03-20,Marketing,Social Media Advertising,IT,Digital Workplace,SUP-0042,DEPT Agency,144000.0,EUR,1.0,2026-03-12,False,2,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,22,20,
AWD-000196,REQ-000070,2026-03-20,Marketing,Social Media Advertising,IT,Digital Workplace,SUP-0043,Monks Europe,147000.0,EUR,1.0,2026-03-12,False,3,Selected due to policy compliance and supplier capability,True,False,False,Head of Strategic Sourcing,0.0,21,20,
AWD-000197,REQ-000071,2026-02-04,IT,Monitors,DE,Facilities,SUP-0001,Dell Enterprise Europe,45000.0,EUR,200.0,2026-03-12,True,1,Selected due to policy compliance and supplier capability,True,True,True,Head of Category,6.8,22,14,
AWD-000198,REQ-000071,2026-02-07,IT,Monitors,DE,Facilities,SUP-0002,HP Enterprise Devices,44550.0,EUR,200.0,2026-03-12,False,2,Best compliant combination of price and lead time,True,True,True,Head of Category,0.0,24,20,
AWD-000199,REQ-000071,2026-02-12,IT,Monitors,DE,Facilities,SUP-0007,Bechtle Workplace Solutions,43200.0,EUR,200.0,2026-03-12,False,3,Not selected due to higher risk or weaker commercial position,True,True,True,Procurement Manager,0.0,23,19,
AWD-000200,REQ-000072,2026-01-12,Facilities,Office Chairs,CH,Data & Analytics,SUP-0022,Herman Miller Contract,67032.0,CHF,120.0,2026-02-06,True,1,Best compliant combination of price and lead time,True,False,False,,3.8,25,22,
AWD-000201,REQ-000072,2026-01-17,Facilities,Office Chairs,CH,Data & Analytics,SUP-0021,Steelcase Europe,62916.0,CHF,120.0,2026-02-06,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,23,23,
AWD-000202,REQ-000072,2026-01-11,Facilities,Office Chairs,CH,Data & Analytics,SUP-0020,Kinnarps Workplace,58800.0,CHF,120.0,2026-02-06,False,3,Best compliant combination of price and lead time,True,True,False,,0.0,23,19,
AWD-000203,REQ-000073,2026-02-12,Facilities,Office Chairs,PL,Data & Analytics,SUP-0022,Herman Miller Contract,67032.0,EUR,120.0,2026-02-16,True,1,Best compliant combination of price and lead time,True,False,False,Head of Strategic Sourcing,0.0,25,22,
AWD-000204,REQ-000073,2026-02-08,Facilities,Office Chairs,PL,Data & Analytics,SUP-0021,Steelcase Europe,62916.0,EUR,120.0,2026-02-16,False,2,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Category,0.0,23,23,
AWD-000205,REQ-000073,2026-02-19,Facilities,Office Chairs,PL,Data & Analytics,SUP-0020,Kinnarps Workplace,58800.0,EUR,120.0,2026-02-16,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,23,19,
AWD-000206,REQ-000074,2026-03-14,Marketing,Content Production Services,NL,Digital Workplace,SUP-0041,Publicis Digital Europe,123600.0,EUR,1.0,2026-04-04,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,9.2,22,16,
AWD-000207,REQ-000074,2026-03-12,Marketing,Content Production Services,NL,Digital Workplace,SUP-0043,Monks Europe,117600.0,EUR,1.0,2026-04-04,False,2,Best compliant combination of price and lead time,True,False,False,Head of Category,0.0,23,21,
AWD-000208,REQ-000074,2026-03-07,Marketing,Content Production Services,NL,Digital Workplace,SUP-0040,WPP Performance Media,122400.0,EUR,1.0,2026-04-04,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,0.0,19,26,
AWD-000209,REQ-000075,2026-02-10,Marketing,Marketing Analytics Services,ES,Corporate Services,SUP-0044,Artefact Analytics,168000.0,EUR,6.0,2026-03-30,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,8.2,26,16,
AWD-000210,REQ-000075,2026-02-16,Marketing,Marketing Analytics Services,ES,Corporate Services,SUP-0042,DEPT Agency,161280.0,EUR,6.0,2026-03-30,False,2,Best compliant combination of price and lead time,True,False,False,Head of Category,0.0,28,21,
AWD-000211,REQ-000075,2026-02-06,Marketing,Marketing Analytics Services,ES,Corporate Services,SUP-0041,Publicis Digital Europe,173040.0,EUR,6.0,2026-03-30,False,3,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,0.0,30,24,
AWD-000212,REQ-000076,2026-03-21,IT,Cloud Storage,NL,Data & Analytics,SUP-0010,Azure Enterprise,200000.0,EUR,10000.0,2026-03-08,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,2.7,26,17,
AWD-000213,REQ-000076,2026-03-18,IT,Cloud Storage,NL,Data & Analytics,SUP-0012,Google Cloud Europe,192000.0,EUR,10000.0,2026-03-08,False,2,Selected due to policy compliance and supplier capability,True,False,False,Head of Category,0.0,24,23,
AWD-000214,REQ-000076,2026-03-06,IT,Cloud Storage,NL,Data & Analytics,SUP-0011,AWS Enterprise EMEA,194000.0,EUR,10000.0,2026-03-08,False,3,Not selected due to higher risk or weaker commercial position,True,False,False,Procurement Manager,0.0,25,20,
AWD-000215,REQ-000077,2026-03-25,Professional Services,Cloud Architecture Consulting,DE,Infrastructure,SUP-0035,Visium Data Engineering,432400.0,EUR,400.0,2026-05-08,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,,1.8,16,11,
AWD-000216,REQ-000077,2026-04-08,Professional Services,Cloud Architecture Consulting,DE,Infrastructure,SUP-0032,Thoughtworks Europe,483000.0,EUR,400.0,2026-05-08,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Category,0.0,16,17,
AWD-000217,REQ-000077,2026-03-27,Professional Services,Cloud Architecture Consulting,DE,Infrastructure,SUP-0030,Accenture Advisory Europe,515200.0,EUR,400.0,2026-05-08,False,3,Best compliant combination of price and lead time,True,True,False,,0.0,15,20,
AWD-000218,REQ-000078,2026-04-12,Professional Services,Cloud Architecture Consulting,BE,Corporate Services,SUP-0032,Thoughtworks Europe,483000.0,EUR,400.0,2026-05-29,True,1,Best compliant combination of price and lead time,True,False,False,Head of Category,4.4,16,17,
AWD-000219,REQ-000078,2026-04-11,Professional Services,Cloud Architecture Consulting,BE,Corporate Services,SUP-0030,Accenture Advisory Europe,515200.0,EUR,400.0,2026-05-29,False,2,Best compliant combination of price and lead time,True,True,False,,0.0,15,20,
